clo_id,clo
515273,"CLO1	อธิบายหลักการและวิธีการวิเคราะห์การถดถอยเชิงเส้นพหุคูณ
CLO2	อธิบายหลักการและวิธีการวิเคราะห์การถดถอยลอจิสติกทวิภาค
CLO3	อธิบายหลักการและวิธีการของการถดถอยเชิงเส้นหลายตัวแปร 
CLO4	อธิบายหลักการและวิธีการทดสอบเชิงสถิติสำหรับเวกเตอร์ค่าเฉลี่ยและเมทริกซ์ความแปรปรวนร่วมของประชากร 1 กลุ่ม
CLO5	อธิบายหลักการและวิธีการทดสอบเชิงสถิติสำหรับผลต่างของเวกเตอร์ค่าเฉลี่ยของประชากรสองกลุ่มและความเท่ากันของเมทริกซ์ความแปรปรวนร่วมของประชากรสองกลุ่ม
CLO6	วิเคราะห์การถดถอยเชิงเส้นพหุคูณเพื่อหาตัวแบบที่เหมาะสมสำหรับการทำนายตัวแปรตามหนึ่งตัวแปร
CLO7	วิเคราะห์การถดถอยลอจิสติกทวิภาคเพื่อหาตัวแบบที่เหมาะสมสำหรับการจำแนกกลุ่มข้อมูล
CLO8	วิเคราะห์การถดถอยเชิงหลายตัวแปรเพื่อหาตัวแบบที่เหมาะสมสำหรับการทำนายตัวแปรตามหลายตัวแปร
CLO9	ทดสอบสมมติฐานเกี่ยวกับเวกเตอร์ค่าเฉลี่ยของประชากร 1 กลุ่ม และเมทริกซ์ความแปรปรวนร่วมของประชากร 1 กลุ่ม
CLO10	ทดสอบสมมติฐานเกี่ยวกับผลต่างระหว่างเวกเตอร์ค่าเฉลี่ยของประชากรสองกลุ่มและความเท่ากันของเมทริกซ์ความแปรปรวนร่วมของประชากรสองกลุ่ม
CLO11	ใช้ชุดคำสั่งของภาษาโปรแกรมสำหรับการวิเคราะห์การถดถอยและการทดสอบสมมติฐานทางสถิติสำหรับข้อมูลหลายตัวแปรได้
CLO12	สร้างสารสนเทศที่ได้มาจากผลการวิเคราะห์ข้อมูลด้วยวิธีการวิเคราะห์การถดถอยและการทดสอบสมมติฐานทางสถิติสำหรับข้อมูลหลาย ตัวแปรได้
CLO13	นำเสนอสารสนเทศที่ได้มาจากผลการวิเคราะห์ข้อมูลด้วยวาจาและการเขียนรายงานโดยใช้ภาษาที่เหมาะสมกับบริบทผู้ฟังโดยใช้เครื่องมือที่เหมาะสม
CLO14	ทำงานที่มอบหมายด้วยตนเอง ไม่คัดลอกผู้อื่น ส่งงานที่มอบหมายครบถ้วนภายในระยะเวลาที่กำหนด"
517101,"CLO1 อธิบายหลักการเบื้องต้นของสิทธิ์ในการเข้าถึงข้อมูลรวมถึงเข้าใจหลักการของกฎหมายคุ้มครองข้อมูลส่วนบุคคลเพื่อสร้างความพร้อมในการเป็นพลเมืองดิจิทัล

CLO2 ใช้งานโปรแกรมประยุกต์เพื่อส่งเสริมการทำงานแบบร่วมมือกันและการทำงานเป็นทีม

CLO3 ใช้งานโปรแกรมประยุกต์เพื่อการติดต่อและการสื่อสาร

CLO4 ใช้งานโปรแกรมประยุกต์เพื่อนำเสนอผลงานอย่างสร้างสรรค์

CLO5 สื่อสารด้วยการใช้วิธีการจินตทัศน์สารสนเทศอย่างง่ายเพื่อนำเสนอผลงาน

CLO6 ดำเนินการค้นคว้า รวบรวม และประเมินข้อมูล จากแหล่งข้อมูลที่หลากหลายอย่างมีวิจารณญาณเพื่อสร้างความรอบรู้ทางด้านข้อมูลและสื่อ"
517111,"CLO1    แก้ปัญหาและเขียนผังงานในการแก้ปัญหาทางคณิตศาสตร์ สถิติ และปัญหาในชีวิตประจำวันได้ 
CLO2    เลือกใช้ตัวแปร ชนิดข้อมูล คำสั่งเงื่อนไข คำสั่งทำซ้ำ และไลบรารี่มาตรฐานในการเขียนโปรแกรมได้อย่างเหมาะสม
CLO3    สร้างฟังก์ชันและเรียกใช้งานได้
CLO4    เขียนโปรแกรมเพื่อประมวลผลกับข้อมูลได้
CLO5    เขียนโปรแกรมเพื่อแก้ปัญหาทางด้านคณิตศาสตร์ สถิติ และปัญหาในชีวิตประจำวันได้
CLO6    ทดสอบโปรแกรม ค้นหาจุดบกพร่อง และแก้ไขให้โปรแกรมทำงานถูกต้องได้"
517112,"CLO1 อธิบายหลักการเบื้องต้นของภาษาอธิบายฮาร์ดแวร์ (Hardware description languages) เพื่อใช้ในการสังเคราะห์วงจรรวม

CLO2 อธิบายเทคนิคการลดรูปวงจรตรรกะ

CLO3 อธิบายการวิเคราะห์และออกแบบวงจรพื้นฐานสำหรับการสร้างวงจรองค์ประกอบของระบบคอมพิวเตอร์

CLO4 อธิบายหลักการตรรกะเชิงเลขเบื้องต้นในการนำไปใช้สร้างวงจรดิจิทัลและการประยุกต์ใช้ในการสร้างระบบคอมพิวเตอร์

CLO5 อธิบายการทำงานของวงจรตรรกะพื้นฐานทั้งแบบวงจรผสมและวงจรเชิงลำดับในการนำไปใช้เป็นองค์ประกอบของระบบคอมพิวเตอร์"
517121,"CLO1 อธิบายความสัมพันธ์ระหว่างระบบคอมพิวเตอร์กับการประมวลผลของโปรแกรม

CLO2 อธิบายชนิดข้อมูลและโครงสร้างข้อมูลประเภทต่าง ๆ ในแง่พื้นที่จัดเก็บ ช่วงค่าที่เป็นได้ ลักษณะการใช้งานได้

CLO3 เลือกใช้ชนิดข้อมูลที่เหมาะสมในการเขียนโปรแกรมเพื่อแก้ปัญหา

CLO4 แสดงข้อมูลในหน่วยความจำของตัวแปรชนิดต่าง ๆ และการเปลี่ยนแปลงที่เกิดขึ้นเมื่อทำงานตามคำสั่ง

CLO5 ระบุวัตถุประสงค์ ข้อมูลเข้า ผลลัพธ์ และขั้นตอนการทำงานได้

CLO6 เขียนโปรแกรมแบบโครงสร้างตามขั้นตอนการทำงาน

CLO7 ปฏิบัติตนเหมาะสมตามจริยธรรม และมีความรับผิดชอบต่อตนเองในการเข้าชั้นเรียน"
517122,"CLO1 ความคิดเชิงวัตถุเบื้องต้น การห่อหุ้ม การสร้างคลาส การทำงานและการส่งสารของคลาส วัตถุ การสร้างฟังก์ชันสำหรับกำหนดค่าเริ่มต้นและสิ้นสุด การสืบทอดคุณสมบัติ การทำพหุรูป การโอเวอร์โหลดฟังก์ชันและตัวดำเนินการ ฟังก์ชันสามัญ เทคนิคการเขียนโปรแกรมสำหรับปัญหาที่ซับซ้อน

CLO2 เลือกใช้ชนิดข้อมูลพื้นฐานหรือโครงสร้างข้อมูลชนิดคลาสตามลักษณะการใช้งานได้

CLO3 เขียนส่วนประกอบของโครงสร้างข้อมูลชนิดคลาสพร้อมสร้างวัตถุจากคลาสและเรียกใช้งาน

CLO4 ระบุวัตถุประสงค์ ข้อมูลเข้า ผลลัพธ์ และขั้นตอนการทำงานได้

CLO5 เขียนโปรแกรมโดยเลือกใช้อัลกอริทึมที่เหมาะสมเพื่อแก้ปัญหาที่ซับซ้อนได้

CLO6 เรียกใช้การทำงานของตัวสร้างและเมธอดของชนิดข้อมูลประเภทคลาส"
517211,"CLO1 อธิบายคำจำกัดความ ลักษณะและการดำเนินการกับโครงสร้างข้อมูลแบบเชิงเส้นและเชิงระดับชั้น

CLO2 เสนอโครงสร้างข้อมูลที่สามารถนำไปใช้ในการแก้ปัญหา

CLO3 เขียนโปรแกรมเพื่อสร้างและนำโครงสร้างข้อมูลไปใช้แก้ปัญหา

CLO4 วัดประสิทธิภาพของอัลกอริทึม

CLO5 ประยุกต์ใช้วิธีการเรียงลำดับและการค้นหาข้อมูลในแบบต่าง ๆ"
517212,"CLO1 อธิบายวิธีเรียงสับเปลี่ยน

CLO2 อธิบายวิธีจัดหมู่

CLO3 อธิบายทฤษฎีบททวินาม

CLO4 อธิบายฟังก์ชันก่อกำเนิด

CLO5 อธิบายการประยุกต์ของฟังก์ชันก่อกำเนิด

CLO6 อธิบายการหาผลเฉลยความสัมพันธ์เวียนเกิดที่เป็นเชิงเส้นและไม่เป็นเชิงเส้น

CLO7 อธิบายการประยุกต์ความสัมพันธ์เวียนเกิด

CLO8 อธิบายนิยามเบื้องต้นของทฤษฎีกราฟ

CLO9 อธิบายทางเดินในกราฟ กราฟออยเลอร์ กราฟแฮมมิลตัน และการหาเส้นทางสั้นที่สุด

CLO10 อธิบายต้นไม้และการหา ต้นไม้ทอดข้ามเล็กที่สุด

CLO11 เขียนกราฟทิศทางและข่ายงาน

CLO12 คำนวณหาค่าการไหลสูงสุดของข่ายงาน

CLO13 วาดรูปไดอะแagramแสดงเครื่องยนต์สถานะจำกัด"
517214,"CLO1	อธิบายแนวคิดและหลักการพื้นฐานของโครงสร้างข้อมูล เช่น อาร์เรย์ ลิสต์ แสตก คิว แม็พ ฮีพ ตารางแฮ็ช และต้นไม้ทวิภาค ได้
CLO2	เลือกใช้โครงสร้างข้อมูลที่เหมาะสมเพื่อแก้ปัญหาทางคอมพิวเตอร์ได้
CLO3	อธิบายลำดับการทำงานและความสำคัญของขั้นตอนวิธีที่ใช้ในการจัดการกับข้อมูล เช่น การค้นหา และการจัดเรียงข้อมูลได้
CLO4	ใช้งานฟังก์ชันมาตรฐานเพื่อการค้นหาและเรียงลำดับอย่างมีประสิทธิภาพได้
CLO5	อธิบายบทบาทของโครงสร้างข้อมูลในตัวอย่างปัญหาทางวิทยาการข้อมูลได้"
517221,"CLO1 อธิบายหลักการสำคัญของการเขียนโปรแกรมเชิงวัตถุเบื้องต้นได้

CLO2 อธิบายวงจรของการพัฒนาซอฟต์แวร์ได้"
517222,"CLO1 อธิบายแบบจำลอง ส่วนประกอบของคอมพิวเตอร์ และวงรอบคำสั่ง

CLO2 อธิบายความสำคัญของการออกแบบสถาปัตยกรรมชุดคำสั่งและสถาปัตยกรรมระบบคอมพิวเตอร์

CLO3 อธิบายการเข้าถึงข้อมูลของโปรแกรมจากหน่วยความจำหลักและหน่วยความจำแบบแคช และหน่วยเก็บข้อมูลทุติยภูมิ

CLO4 เขียนโปรแกรมระบบคอมพิวเตอร์ด้วยภาษาเครื่องสำหรับคอมพิวเตอร์แบบจัดเก็บโปรแกรมให้ทำงานตามความต้องการ

CLO5 เขียนโปรแกรมและดีบักโปรแกรมด้วยภาษาแอสเซมบลีเพื่อให้คอมพิวเตอร์ทำงานได้ตรงตามความต้องการได้"
517241,"CLO1 อธิบายมาตรฐานและหลักของการสื่อสารข้อมูล ระบบเครือข่ายคอมพิวเตอร์และอินเทอร์เน็ต

CLO2 อธิบายสถาปัตยกรรมเครือข่ายและโพรโทคอลของบริการขั้นพื้นฐานบนอินเทอร์เน็ต

CLO3 กำหนดที่อยู่ของอุปกรณ์ภายในเครือข่ายและสามารถแบ่งเครือข่ายย่อยได้"
517242,"CLO1 อธิบายสถาปัตยกรรมและองค์ประกอบของโปรแกรมประยุกต์บนเว็บ

CLO2 จัดเตรียมข้อมูลที่หลากหลายเพื่อใช้งานบน Web ได้

CLO3 วางโครงสร้างและพัฒนา Web application เพื่อแก้ปัญหาในกรณีศึกษาต่างๆ"
517261,"CLO1 อธิบายข้อมูลและสถาปัตยกรรมของระบบฐานข้อมูลได้ 

CLO2 ใช้งานระบบการจัดการฐานข้อมูลได้

CLO3 อธิบายและประยุกต์ใช้แบบจำลองข้อมูลได้ 

CLO4 จัดเตรียมระบบฐานข้อมูลเชิงสัมพันธ์ได้ 

CLO5 เขียนสัญลักษณ์พีชคณิตแทนการดำเนินการในฐานข้อมูลเชิงสัมพันธ์ และเขียนรีเลชันแคลคูลัสได้ 

CLO6 ประยุกต์ใช้ภาษาสอบถามเชิงโครงสร้างกับปัญหาต่าง ๆ ได้ 

CLO7 ประยุกต์ใช้โครงสร้างดัชนีเพื่อแก้ไขปัญหาต่าง ๆ ได้

CLO8 ใช้งานการควบคุมการใช้งานพร้อมกัน และสร้างการประมวลผลคิวรี กับปัญหาต่าง ๆ ได้

CLO9 อธิบายการทรานแซกชันเบื้องต้นได้  

CLO10 อธิบายแนวคิดฐานข้อมูลเชิงไม่สัมพันธ์เบื้องต้น

CLO11 กำหนดค่าความปลอดภัยของฐานข้อมูล"
517311,"CLO1 อธิบายนิยามและลักษณะการแสดงอัลกอริทึมเบื้องต้น

CLO2 แก้สมการเวียนเกิดสำหรับคำสั่งเรียกตัวเอง

CLO3 แสดงการวิเคราะห์ถัวเฉลี่ย

CLO4 วาดต้นไม้เอวีแอล

CLO5 วาดต้นไม้สองสาม

CLO6 วาดต้นไม้สเปลย์

CLO7 ประยุกต์ใช้วิธีการแบ่งและเอาชนะ

CLO8 ประยุกต์ใช้วิธีโปรแกรมแบบพลวัต

CLO9 ประยุกต์ใช้ขั้นตอนวิธีกรีดี้

CLO10 แก้ปัญหาเอ็นพีคอมพลีตเบื้องต้น"
517312,"CLO1 อธิบายการทำงานของระบบ Input/Output

CLO2 อธิบายระบบแบบกระจาย

CLO3 อธิบายโครงสร้างการจัดเก็บไฟล์และโฟลเดอร์

CLO4 ใช้งานระบบไฟล์ที่ทำงานบนระบบแบบกระจาย

CLO5 ประยุกต์ใช้การสร้าง Process

CLO6 ประยุกต์ใช้การทำงานของ Thread

CLO7 ประยุกต์ใช้การทำ Process Scheduling

CLO8 ประยุกต์ใช้ Process Address Space

CLO9 แสดงกระบวนการทำ Virtual Memory

CLO10 ติดตั้งระบบปฏิบัติการ Linux"
